"region";"hushållstyp";"ålder";"Medelvärde,  tkr 2015";"Medianvärde, tkr 2015"
"1276 Klippan";"samtliga hushåll";"80+ år";199.1;159.6
"1277 Åstorp";"samtliga hushåll";"18+ år";388.7;334.7
"1277 Åstorp";"samtliga hushåll";"18-29 år";330.9;293.3
"1277 Åstorp";"samtliga hushåll";"30-49 år";465.3;458.9
"1277 Åstorp";"samtliga hushåll";"50-64 år";443.5;395.4
"1277 Åstorp";"samtliga hushåll";"65+ år";271.8;224.1
"1277 Åstorp";"samtliga hushåll";"65-79 år";302.2;263.0
"1277 Åstorp";"samtliga hushåll";"80+ år";192.1;156.3
"1278 Båstad";"samtliga hushåll";"18+ år";514.6;374.3
"1278 Båstad";"samtliga hushåll";"18-29 år";346.9;283.0
"1278 Båstad";"samtliga hushåll";"30-49 år";518.7;486.0
"1278 Båstad";"samtliga hushåll";"50-64 år";623.6;472.3
"1278 Båstad";"samtliga hushåll";"65+ år";469.2;272.5
"1278 Båstad";"samtliga hushåll";"65-79 år";544.9;329.4
"1278 Båstad";"samtliga hushåll";"80+ år";295.1;175.6
"1280 Malmö";"samtliga hushåll";"18+ år";385.0;292.7
"1280 Malmö";"samtliga hushåll";"18-29 år";290.0;246.4
"1280 Malmö";"samtliga hushåll";"30-49 år";419.9;354.3
"1280 Malmö";"samtliga hushåll";"50-64 år";482.5;363.9
"1280 Malmö";"samtliga hushåll";"65+ år";306.6;190.3
"1280 Malmö";"samtliga hushåll";"65-79 år";341.2;223.0
"1280 Malmö";"samtliga hushåll";"80+ år";236.7;159.9
"1281 Lund";"samtliga hushåll";"18+ år";436.6;323.3
"1281 Lund";"samtliga hushåll";"18-29 år";221.0;165.7
"1281 Lund";"samtliga hushåll";"30-49 år";518.2;461.8
"1281 Lund";"samtliga hushåll";"50-64 år";610.9;494.6
"1281 Lund";"samtliga hushåll";"65+ år";393.2;266.1
"1281 Lund";"samtliga hushåll";"65-79 år";437.7;308.3
"1281 Lund";"samtliga hushåll";"80+ år";282.6;183.3
"1282 Landskrona";"samtliga hushåll";"18+ år";393.2;306.3
"1282 Landskrona";"samtliga hushåll";"18-29 år";309.4;263.9
"1282 Landskrona";"samtliga hushåll";"30-49 år";438.3;397.3
"1282 Landskrona";"samtliga hushåll";"50-64 år";455.8;378.2
"1282 Landskrona";"samtliga hushåll";"65+ år";326.4;216.4
"1282 Landskrona";"samtliga hushåll";"65-79 år";372.8;263.0
"1282 Landskrona";"samtliga hushåll";"80+ år";217.2;158.6
"1283 Helsingborg";"samtliga hushåll";"18+ år";431.3;324.8
"1283 Helsingborg";"samtliga hushåll";"18-29 år";304.7;261.3
"1283 Helsingborg";"samtliga hushåll";"30-49 år";498.1;428.7
"1283 Helsingborg";"samtliga hushåll";"50-64 år";530.3;418.2
"1283 Helsingborg";"samtliga hushåll";"65+ år";326.6;219.5
"1283 Helsingborg";"samtliga hushåll";"65-79 år";370.9;262.8
"1283 Helsingborg";"samtliga hushåll";"80+ år";226.9;162.6
"1284 Höganäs";"samtliga hushåll";"18+ år";507.7;398.6
"1284 Höganäs";"samtliga hushåll";"18-29 år";352.0;295.7
"1284 Höganäs";"samtliga hushåll";"30-49 år";562.7;531.2
"1284 Höganäs";"samtliga hushåll";"50-64 år";642.3;505.4
"1284 Höganäs";"samtliga hushåll";"65+ år";397.3;272.5
"1284 Höganäs";"samtliga hushåll";"65-79 år";455.1;319.5
"1284 Höganäs";"samtliga hushåll";"80+ år";263.2;175.8
"1285 Eslöv";"samtliga hushåll";"18+ år";423.0;355.7
"1285 Eslöv";"samtliga hushåll";"18-29 år";334.2;284.9
"1285 Eslöv";"samtliga hushåll";"30-49 år";490.6;476.2
"1285 Eslöv";"samtliga hushåll";"50-64 år";510.1;449.9
"1285 Eslöv";"samtliga hushåll";"65+ år";297.9;229.3
"1285 Eslöv";"samtliga hushåll";"65-79 år";339.7;275.8
"1285 Eslöv";"samtliga hushåll";"80+ år";209.4;156.9
"1286 Ystad";"samtliga hushåll";"18+ år";438.7;342.6
"1286 Ystad";"samtliga hushåll";"18-29 år";332.7;280.3
"1286 Ystad";"samtliga hushåll";"30-49 år";508.1;489.9
"1286 Ystad";"samtliga hushåll";"50-64 år";544.8;463.5
"1286 Ystad";"samtliga hushåll";"65+ år";339.2;233.1
"1286 Ystad";"samtliga hushåll";"65-79 år";386.4;274.7
"1286 Ystad";"samtliga hushåll";"80+ år";234.0;161.7
"1287 Trelleborg";"samtliga hushåll";"18+ år";417.3;340.3
"1287 Trelleborg";"samtliga hushåll";"18-29 år";321.9;277.6
"1287 Trelleborg";"samtliga hushåll";"30-49 år";488.4;473.9
"1287 Trelleborg";"samtliga hushåll";"50-64 år";503.4;443.2
"1287 Trelleborg";"samtliga hushåll";"65+ år";306.9;230.4
"1287 Trelleborg";"samtliga hushåll";"65-79 år";343.1;268.3
"1287 Trelleborg";"samtliga hushåll";"80+ år";225.8;157.4
"1290 Kristianstad";"samtliga hushåll";"18+ år";408.4;326.0
"1290 Kristianstad";"samtliga hushåll";"18-29 år";290.3;243.2
"1290 Kristianstad";"samtliga hushåll";"30-49 år";474.0;447.8
"1290 Kristianstad";"samtliga hushåll";"50-64 år";499.5;437.8
"1290 Kristianstad";"samtliga hushåll";"65+ år";319.3;233.9
"1290 Kristianstad";"samtliga hushåll";"65-79 år";360.9;273.6
"1290 Kristianstad";"samtliga hushåll";"80+ år";230.5;161.8
"1291 Simrishamn";"samtliga hushåll";"18+ år";412.7;312.2
"1291 Simrishamn";"samtliga hushåll";"18-29 år";315.6;262.5
"1291 Simrishamn";"samtliga hushåll";"30-49 år";458.8;434.6
"1291 Simrishamn";"samtliga hushåll";"50-64 år";519.1;418.5
"1291 Simrishamn";"samtliga hushåll";"65+ år";341.9;239.4
"1291 Simrishamn";"samtliga hushåll";"65-79 år";388.7;283.2
"1291 Simrishamn";"samtliga hushåll";"80+ år";237.6;162.2
"1292 Ängelholm";"samtliga hushåll";"18+ år";451.5;358.2
"1292 Ängelholm";"samtliga hushåll";"18-29 år";336.5;287.3
"1292 Ängelholm";"samtliga hushåll";"30-49 år";520.5;492.5
"1292 Ängelholm";"samtliga hushåll";"50-64 år";579.9;480.5
"1292 Ängelholm";"samtliga hushåll";"65+ år";336.2;238.5
"1292 Ängelholm";"samtliga hushåll";"65-79 år";385.8;285.4
"1292 Ängelholm";"samtliga hushåll";"80+ år";235.0;161.3
"1293 Hässleholm";"samtliga hushåll";"18+ år";389.0;311.9
"1293 Hässleholm";"samtliga hushåll";"18-29 år";296.4;253.0
"1293 Hässleholm";"samtliga hushåll";"30-49 år";457.4;441.0
"1293 Hässleholm";"samtliga hushåll";"50-64 år";465.8;417.6
"1293 Hässleholm";"samtliga hushåll";"65+ år";300.8;217.3
"1293 Hässleholm";"samtliga hushåll";"65-79 år";345.1;253.9
"1293 Hässleholm";"samtliga hushåll";"80+ år";209.2;155.4
"1315 Hylte";"samtliga hushåll";"18+ år";405.4;329.1
"1315 Hylte";"samtliga hushåll";"18-29 år";339.8;289.2
"1315 Hylte";"samtliga hushåll";"30-49 år";470.6;475.6
"1315 Hylte";"samtliga hushåll";"50-64 år";504.1;442.6
"1315 Hylte";"samtliga hushåll";"65+ år";289.0;216.7
"1315 Hylte";"samtliga hushåll";"65-79 år";327.1;271.1
"1315 Hylte";"samtliga hushåll";"80+ år";216.9;150.9
"1380 Halmstad";"samtliga hushåll";"18+ år";435.2;336.3
"1380 Halmstad";"samtliga hushåll";"18-29 år";293.5;244.5
"1380 Halmstad";"samtliga hushåll";"30-49 år";503.8;475.2
"1380 Halmstad";"samtliga hushåll";"50-64 år";527.6;455.7
"1380 Halmstad";"samtliga hushåll";"65+ år";360.8;236.6
"1380 Halmstad";"samtliga hushåll";"65-79 år";419.3;278.7
"1380 Halmstad";"samtliga hushåll";"80+ år";235.8;162.7
"1381 Laholm";"samtliga hushåll";"18+ år";440.9;353.2
"1381 Laholm";"samtliga hushåll";"18-29 år";359.1;338.9
"1381 Laholm";"samtliga hushåll";"30-49 år";492.2;481.9
"1381 Laholm";"samtliga hushåll";"50-64 år";555.1;436.0
"1381 Laholm";"samtliga hushåll";"65+ år";334.1;243.1
"1381 Laholm";"samtliga hushåll";"65-79 år";376.9;284.1
"1381 Laholm";"samtliga hushåll";"80+ år";235.1;153.2
"1382 Falkenberg";"samtliga hushåll";"18+ år";438.4;356.3
"1382 Falkenberg";"samtliga hushåll";"18-29 år";348.5;298.5
"1382 Falkenberg";"samtliga hushåll";"30-49 år";501.3;490.1
"1382 Falkenberg";"samtliga hushåll";"50-64 år";547.7;470.2
"1382 Falkenberg";"samtliga hushåll";"65+ år";331.0;243.0
"1382 Falkenberg";"samtliga hushåll";"65-79 år";381.5;289.3
"1382 Falkenberg";"samtliga hushåll";"80+ år";227.5;160.3
"1383 Varberg";"samtliga hushåll";"18+ år";464.2;384.3
"1383 Varberg";"samtliga hushåll";"18-29 år";365.9;318.0
"1383 Varberg";"samtliga hushåll";"30-49 år";543.6;520.5
"1383 Varberg";"samtliga hushåll";"50-64 år";568.5;498.2
"1383 Varberg";"samtliga hushåll";"65+ år";342.0;246.2
"1383 Varberg";"samtliga hushåll";"65-79 år";391.4;294.9
"1383 Varberg";"samtliga hushåll";"80+ år";231.7;157.8
"1384 Kungsbacka";"samtliga hushåll";"18+ år";605.0;493.5
"1384 Kungsbacka";"samtliga hushåll";"18-29 år";387.2;351.0
"1384 Kungsbacka";"samtliga hushåll";"30-49 år";699.5;609.1
"1384 Kungsbacka";"samtliga hushåll";"50-64 år";743.6;606.7
"1384 Kungsbacka";"samtliga hushåll";"65+ år";419.3;297.7
"1384 Kungsbacka";"samtliga hushåll";"65-79 år";474.7;354.5
"1384 Kungsbacka";"samtliga hushåll";"80+ år";276.8;183.8
"1401 Härryda";"samtliga hushåll";"18+ år";561.7;494.7
"1401 Härryda";"samtliga hushåll";"18-29 år";379.5;329.4
"1401 Härryda";"samtliga hushåll";"30-49 år";641.5;614.2
"1401 Härryda";"samtliga hushåll";"50-64 år";642.2;566.2
"1401 Härryda";"samtliga hushåll";"65+ år";401.2;281.7
"1401 Härryda";"samtliga hushåll";"65-79 år";445.6;332.7
"1401 Härryda";"samtliga hushåll";"80+ år";281.4;174.0
"1402 Partille";"samtliga hushåll";"18+ år";528.0;443.8
"1402 Partille";"samtliga hushåll";"18-29 år";369.0;324.5
"1402 Partille";"samtliga hushåll";"30-49 år";599.9;563.8
"1402 Partille";"samtliga hushåll";"50-64 år";638.0;556.5
"1402 Partille";"samtliga hushåll";"65+ år";366.6;265.8
"1402 Partille";"samtliga hushåll";"65-79 år";414.6;308.8
"1402 Partille";"samtliga hushåll";"80+ år";265.0;177.7
"1407 Öckerö";"samtliga hushåll";"18+ år";576.2;499.0
"1407 Öckerö";"samtliga hushåll";"18-29 år";520.5;444.7
"1407 Öckerö";"samtliga hushåll";"30-49 år";660.6;619.8
"1407 Öckerö";"samtliga hushåll";"50-64 år";716.3;620.7
"1407 Öckerö";"samtliga hushåll";"65+ år";395.7;293.0
"1407 Öckerö";"samtliga hushåll";"65-79 år";453.8;345.6
"1407 Öckerö";"samtliga hushåll";"80+ år";246.3;168.4
"1415 Stenungsund";"samtliga hushåll";"18+ år";496.8;426.6
"1415 Stenungsund";"samtliga hushåll";"18-29 år";362.1;322.5
"1415 Stenungsund";"samtliga hushåll";"30-49 år";582.4;564.6
"1415 Stenungsund";"samtliga hushåll";"50-64 år";588.3;539.5
"1415 Stenungsund";"samtliga hushåll";"65+ år";364.6;268.1
"1415 Stenungsund";"samtliga hushåll";"65-79 år";403.1;306.4
"1415 Stenungsund";"samtliga hushåll";"80+ år";263.0;176.3
"1419 Tjörn";"samtliga hushåll";"18+ år";510.7;431.7
"1419 Tjörn";"samtliga hushåll";"18-29 år";394.0;327.6
"1419 Tjörn";"samtliga hushåll";"30-49 år";579.0;547.6
"1419 Tjörn";"samtliga hushåll";"50-64 år";615.8;558.6
"1419 Tjörn";"samtliga hushåll";"65+ år";400.6;285.3
"1419 Tjörn";"samtliga hushåll";"65-79 år";458.0;335.9
"1419 Tjörn";"samtliga hushåll";"80+ år";239.2;173.4
"1421 Orust";"samtliga hushåll";"18+ år";433.0;348.3
"1421 Orust";"samtliga hushåll";"18-29 år";352.3;300.3
"1421 Orust";"samtliga hushåll";"30-49 år";514.9;491.5
"1421 Orust";"samtliga hushåll";"50-64 år";538.9;466.9
"1421 Orust";"samtliga hushåll";"65+ år";319.7;249.0
"1421 Orust";"samtliga hushåll";"65-79 år";355.3;289.8
"1421 Orust";"samtliga hushåll";"80+ år";224.8;154.3
"1427 Sotenäs";"samtliga hushåll";"18+ år";450.2;343.9
"1427 Sotenäs";"samtliga hushåll";"18-29 år";338.3;269.1
"1427 Sotenäs";"samtliga hushåll";"30-49 år";500.8;471.8
"1427 Sotenäs";"samtliga hushåll";"50-64 år";573.1;452.3
"1427 Sotenäs";"samtliga hushåll";"65+ år";359.4;253.5
"1427 Sotenäs";"samtliga hushåll";"65-79 år";431.9;325.5
"1427 Sotenäs";"samtliga hushåll";"80+ år";214.7;156.4
"1430 Munkedal";"samtliga hushåll";"18+ år";371.6;309.9
"1430 Munkedal";"samtliga hushåll";"18-29 år";314.6;291.8
"1430 Munkedal";"samtliga hushåll";"30-49 år";456.2;449.0
"1430 Munkedal";"samtliga hushåll";"50-64 år";434.2;398.3
"1430 Munkedal";"samtliga hushåll";"65+ år";276.4;202.4
"1430 Munkedal";"samtliga hushåll";"65-79 år";318.2;254.1
"1430 Munkedal";"samtliga hushåll";"80+ år";192.2;146.9
"1435 Tanum";"samtliga hushåll";"18+ år";415.0;329.7
"1435 Tanum";"samtliga hushåll";"18-29 år";344.7;286.9
"1435 Tanum";"samtliga hushåll";"30-49 år";472.7;457.6
"1435 Tanum";"samtliga hushåll";"50-64 år";513.1;427.2
"1435 Tanum";"samtliga hushåll";"65+ år";323.7;228.1
"1435 Tanum";"samtliga hushåll";"65-79 år";367.8;276.0
"1435 Tanum";"samtliga hushåll";"80+ år";214.6;150.3
"1438 Dals-Ed";"samtliga hushåll";"18+ år";331.0;262.6
"1438 Dals-Ed";"samtliga hushåll";"18-29 år";261.0;213.5
"1438 Dals-Ed";"samtliga hushåll";"30-49 år";396.8;369.4
"1438 Dals-Ed";"samtliga hushåll";"50-64 år";408.8;355.7
"1438 Dals-Ed";"samtliga hushåll";"65+ år";251.8;186.6
"1438 Dals-Ed";"samtliga hushåll";"65-79 år";271.9;217.0
"1438 Dals-Ed";"samtliga hushåll";"80+ år";199.9;144.3
"1439 Färgelanda";"samtliga hushåll";"18+ år";369.9;302.7
"1439 Färgelanda";"samtliga hushåll";"18-29 år";322.4;290.8
"1439 Färgelanda";"samtliga hushåll";"30-49 år";448.3;436.5
"1439 Färgelanda";"samtliga hushåll";"50-64 år";459.5;406.3
"1439 Färgelanda";"samtliga hushåll";"65+ år";257.1;195.1
"1439 Färgelanda";"samtliga hushåll";"65-79 år";289.5;242.6
"1439 Färgelanda";"samtliga hushåll";"80+ år";186.8;146.9
"1440 Ale";"samtliga hushåll";"18+ år";461.4;409.8
"1440 Ale";"samtliga hushåll";"18-29 år";371.7;320.4
"1440 Ale";"samtliga hushåll";"30-49 år";540.5;528.4
"1440 Ale";"samtliga hushåll";"50-64 år";535.8;499.3
"1440 Ale";"samtliga hushåll";"65+ år";321.5;258.5
"1440 Ale";"samtliga hushåll";"65-79 år";353.3;289.6
"1440 Ale";"samtliga hushåll";"80+ år";222.4;160.9
"1441 Lerum";"samtliga hushåll";"18+ år";568.1;488.3
"1441 Lerum";"samtliga hushåll";"18-29 år";399.6;369.4
"1441 Lerum";"samtliga hushåll";"30-49 år";638.8;588.1
"1441 Lerum";"samtliga hushåll";"50-64 år";675.3;574.2
"1441 Lerum";"samtliga hushåll";"65+ år";411.9;294.8
"1441 Lerum";"samtliga hushåll";"65-79 år";446.7;334.6
"1441 Lerum";"samtliga hushåll";"80+ år";320.9;189.9
"1442 Vårgårda";"samtliga hushåll";"18+ år";418.6;364.1
"1442 Vårgårda";"samtliga hushåll";"18-29 år";348.2;314.6
"1442 Vårgårda";"samtliga hushåll";"30-49 år";502.0;491.6
"1442 Vårgårda";"samtliga hushåll";"50-64 år";492.1;465.6
"1442 Vårgårda";"samtliga hushåll";"65+ år";294.2;224.0
"1442 Vårgårda";"samtliga hushåll";"65-79 år";331.7;265.2
"1442 Vårgårda";"samtliga hushåll";"80+ år";197.4;149.6
"1443 Bollebygd";"samtliga hushåll";"18+ år";522.7;438.9
"1443 Bollebygd";"samtliga hushåll";"18-29 år";402.0;361.1
"1443 Bollebygd";"samtliga hushåll";"30-49 år";570.2;546.0
"1443 Bollebygd";"samtliga hushåll";"50-64 år";664.3;512.2
"1443 Bollebygd";"samtliga hushåll";"65+ år";367.6;271.4
"1443 Bollebygd";"samtliga hushåll";"65-79 år";416.6;312.7
"1443 Bollebygd";"samtliga hushåll";"80+ år";221.1;162.9
"1444 Grästorp";"samtliga hushåll";"18+ år";398.1;334.3
"1444 Grästorp";"samtliga hushåll";"18-29 år";337.5;307.3
"1444 Grästorp";"samtliga hushåll";"30-49 år";496.0;477.1
"1444 Grästorp";"samtliga hushåll";"50-64 år";476.5;443.9
"1444 Grästorp";"samtliga hushåll";"65+ år";272.4;217.7
"1444 Grästorp";"samtliga hushåll";"65-79 år";307.2;253.6
"1444 Grästorp";"samtliga hushåll";"80+ år";199.2;151.1
"1445 Essunga";"samtliga hushåll";"18+ år";395.8;335.3
"1445 Essunga";"samtliga hushåll";"18-29 år";339.3;294.7
"1445 Essunga";"samtliga hushåll";"30-49 år";468.0;464.1
"1445 Essunga";"samtliga hushåll";"50-64 år";481.9;445.5
"1445 Essunga";"samtliga hushåll";"65+ år";286.0;223.5
"1445 Essunga";"samtliga hushåll";"65-79 år";325.1;273.0
"1445 Essunga";"samtliga hushåll";"80+ år";202.0;150.7
"1446 Karlsborg";"samtliga hushåll";"18+ år";375.6;310.1
"1446 Karlsborg";"samtliga hushåll";"18-29 år";298.6;270.2
"1446 Karlsborg";"samtliga hushåll";"30-49 år";450.0;445.1
"1446 Karlsborg";"samtliga hushåll";"50-64 år";485.4;440.6
"1446 Karlsborg";"samtliga hushåll";"65+ år";274.7;218.6
"1446 Karlsborg";"samtliga hushåll";"65-79 år";306.9;263.0
"1446 Karlsborg";"samtliga hushåll";"80+ år";196.8;154.8
"1447 Gullspång";"samtliga hushåll";"18+ år";343.5;279.0
"1447 Gullspång";"samtliga hushåll";"18-29 år";286.4;243.0
"1447 Gullspång";"samtliga hushåll";"30-49 år";397.9;390.7
"1447 Gullspång";"samtliga hushåll";"50-64 år";416.3;385.1
"1447 Gullspång";"samtliga hushåll";"65+ år";269.7;197.9
"1447 Gullspång";"samtliga hushåll";"65-79 år";297.0;232.8
"1447 Gullspång";"samtliga hushåll";"80+ år";202.9;148.2
"1452 Tranemo";"samtliga hushåll";"18+ år";416.3;348.8
"1452 Tranemo";"samtliga hushåll";"18-29 år";338.3;300.1
"1452 Tranemo";"samtliga hushåll";"30-49 år";487.1;484.7
"1452 Tranemo";"samtliga hushåll";"50-64 år";507.8;472.2
"1452 Tranemo";"samtliga hushåll";"65+ år";308.5;236.8
"1452 Tranemo";"samtliga hushåll";"65-79 år";338.2;284.3
"1452 Tranemo";"samtliga hushåll";"80+ år";247.0;148.7
"1460 Bengtsfors";"samtliga hushåll";"18+ år";335.9;274.7
"1460 Bengtsfors";"samtliga hushåll";"18-29 år";274.4;238.9
"1460 Bengtsfors";"samtliga hushåll";"30-49 år";410.4;389.7
"1460 Bengtsfors";"samtliga hushåll";"50-64 år";403.5;370.3
"1460 Bengtsfors";"samtliga hushåll";"65+ år";265.6;206.7
"1460 Bengtsfors";"samtliga hushåll";"65-79 år";303.8;250.8
"1460 Bengtsfors";"samtliga hushåll";"80+ år";188.1;149.1
"1461 Mellerud";"samtliga hushåll";"18+ år";345.0;278.9
"1461 Mellerud";"samtliga hushåll";"18-29 år";289.3;240.7
"1461 Mellerud";"samtliga hushåll";"30-49 år";413.5;389.6
"1461 Mellerud";"samtliga hushåll";"50-64 år";420.2;384.7
"1461 Mellerud";"samtliga hushåll";"65+ år";263.3;187.8
"1461 Mellerud";"samtliga hushåll";"65-79 år";293.6;232.5
"1461 Mellerud";"samtliga hushåll";"80+ år";205.6;148.8
"1462 Lilla Edet";"samtliga hushåll";"18+ år";407.1;347.3
"1462 Lilla Edet";"samtliga hushåll";"18-29 år";358.4;322.8
"1462 Lilla Edet";"samtliga hushåll";"30-49 år";471.2;472.8
"1462 Lilla Edet";"samtliga hushåll";"50-64 år";473.2;431.7
"1462 Lilla Edet";"samtliga hushåll";"65+ år";289.1;235.7
"1462 Lilla Edet";"samtliga hushåll";"65-79 år";319.6;269.3
"1462 Lilla Edet";"samtliga hushåll";"80+ år";203.5;155.6
"1463 Mark";"samtliga hushåll";"18+ år";421.6;354.2
"1463 Mark";"samtliga hushåll";"18-29 år";327.4;283.2
"1463 Mark";"samtliga hushåll";"30-49 år";504.7;486.5
"1463 Mark";"samtliga hushåll";"50-64 år";517.6;464.8
"1463 Mark";"samtliga hushåll";"65+ år";296.6;225.8
"1463 Mark";"samtliga hushåll";"65-79 år";339.4;270.0
"1463 Mark";"samtliga hushåll";"80+ år";208.0;152.9
"1465 Svenljunga";"samtliga hushåll";"18+ år";402.5;327.9
"1465 Svenljunga";"samtliga hushåll";"18-29 år";343.8;285.2
"1465 Svenljunga";"samtliga hushåll";"30-49 år";482.3;461.9
"1465 Svenljunga";"samtliga hushåll";"50-64 år";454.4;404.3
"1465 Svenljunga";"samtliga hushåll";"65+ år";309.8;224.4
"1465 Svenljunga";"samtliga hushåll";"65-79 år";357.5;261.3
"1465 Svenljunga";"samtliga hushåll";"80+ år";191.8;144.8
"1466 Herrljunga";"samtliga hushåll";"18+ år";414.3;337.7
"1466 Herrljunga";"samtliga hushåll";"18-29 år";344.9;297.8
"1466 Herrljunga";"samtliga hushåll";"30-49 år";506.3;465.3
"1466 Herrljunga";"samtliga hushåll";"50-64 år";478.4;449.6
"1466 Herrljunga";"samtliga hushåll";"65+ år";307.5;223.3
"1466 Herrljunga";"samtliga hushåll";"65-79 år";347.6;261.8
"1466 Herrljunga";"samtliga hushåll";"80+ år";215.5;148.5
"1470 Vara";"samtliga hushåll";"18+ år";389.6;318.2
"1470 Vara";"samtliga hushåll";"18-29 år";317.5;283.8
"1470 Vara";"samtliga hushåll";"30-49 år";460.8;452.4
"1470 Vara";"samtliga hushåll";"50-64 år";480.1;429.3
"1470 Vara";"samtliga hushåll";"65+ år";279.5;209.8
"1470 Vara";"samtliga hushåll";"65-79 år";318.0;255.1
"1470 Vara";"samtliga hushåll";"80+ år";197.9;149.7
"1471 Götene";"samtliga hushåll";"18+ år";410.5;346.1
"1471 Götene";"samtliga hushåll";"18-29 år";326.6;278.8
"1471 Götene";"samtliga hushåll";"30-49 år";480.9;478.4
"1471 Götene";"samtliga hushåll";"50-64 år";500.9;448.6
"1471 Götene";"samtliga hushåll";"65+ år";294.8;243.9
"1471 Götene";"samtliga hushåll";"65-79 år";332.0;280.2
"1471 Götene";"samtliga hushåll";"80+ år";204.4;149.5
"1472 Tibro";"samtliga hushåll";"18+ år";372.1;306.7
"1472 Tibro";"samtliga hushåll";"18-29 år";301.4;264.3
"1472 Tibro";"samtliga hushåll";"30-49 år";444.2;441.1
"1472 Tibro";"samtliga hushåll";"50-64 år";463.3;431.1
"1472 Tibro";"samtliga hushåll";"65+ år";273.6;217.1
"1472 Tibro";"samtliga hushåll";"65-79 år";304.7;251.0
"1472 Tibro";"samtliga hushåll";"80+ år";211.1;152.6
"1473 Töreboda";"samtliga hushåll";"18+ år";361.9;292.8
"1473 Töreboda";"samtliga hushåll";"18-29 år";305.4;250.5
"1473 Töreboda";"samtliga hushåll";"30-49 år";425.1;410.0
"1473 Töreboda";"samtliga hushåll";"50-64 år";431.4;401.0
"1473 Töreboda";"samtliga hushåll";"65+ år";277.2;196.5
"1473 Töreboda";"samtliga hushåll";"65-79 år";308.3;238.7
"1473 Töreboda";"samtliga hushåll";"80+ år";207.9;147.7
"1480 Göteborg";"samtliga hushåll";"18+ år";445.9;327.8
"1480 Göteborg";"samtliga hushåll";"18-29 år";304.5;251.3
"1480 Göteborg";"samtliga hushåll";"30-49 år";496.0;411.6
"1480 Göteborg";"samtliga hushåll";"50-64 år";558.1;413.3
"1480 Göteborg";"samtliga hushåll";"65+ år";362.7;219.1
"1480 Göteborg";"samtliga hushåll";"65-79 år";405.7;264.2
"1480 Göteborg";"samtliga hushåll";"80+ år";263.3;164.2
"1481 Mölndal";"samtliga hushåll";"18+ år";515.0;418.0
"1481 Mölndal";"samtliga hushåll";"18-29 år";346.6;294.4
"1481 Mölndal";"samtliga hushåll";"30-49 år";586.7;546.1
"1481 Mölndal";"samtliga hushåll";"50-64 år";603.3;523.2
"1481 Mölndal";"samtliga hushåll";"65+ år";397.1;253.6
"1481 Mölndal";"samtliga hushåll";"65-79 år";456.7;301.8
"1481 Mölndal";"samtliga hushåll";"80+ år";267.1;169.1
"1482 Kungälv";"samtliga hushåll";"18+ år";508.1;422.6
"1482 Kungälv";"samtliga hushåll";"18-29 år";376.9;318.2
"1482 Kungälv";"samtliga hushåll";"30-49 år";585.1;555.4
"1482 Kungälv";"samtliga hushåll";"50-64 år";628.8;548.1
"1482 Kungälv";"samtliga hushåll";"65+ år";365.4;265.4
"1482 Kungälv";"samtliga hushåll";"65-79 år";419.2;311.9
"1482 Kungälv";"samtliga hushåll";"80+ år";247.3;173.6
"1484 Lysekil";"samtliga hushåll";"18+ år";405.5;320.4
"1484 Lysekil";"samtliga hushåll";"18-29 år";323.3;263.7
"1484 Lysekil";"samtliga hushåll";"30-49 år";480.1;457.5
"1484 Lysekil";"samtliga hushåll";"50-64 år";482.0;432.0
"1484 Lysekil";"samtliga hushåll";"65+ år";321.6;242.0
"1484 Lysekil";"samtliga hushåll";"65-79 år";372.0;287.3
"1484 Lysekil";"samtliga hushåll";"80+ år";212.2;154.7
"1485 Uddevalla";"samtliga hushåll";"18+ år";401.7;319.5
"1485 Uddevalla";"samtliga hushåll";"18-29 år";296.4;252.0
"1485 Uddevalla";"samtliga hushåll";"30-49 år";470.6;450.8
"1485 Uddevalla";"samtliga hushåll";"50-64 år";496.1;435.3
"1485 Uddevalla";"samtliga hushåll";"65+ år";302.2;221.9
"1485 Uddevalla";"samtliga hushåll";"65-79 år";343.1;268.6
"1485 Uddevalla";"samtliga hushåll";"80+ år";220.6;156.3
"1486 Strömstad";"samtliga hushåll";"18+ år";385.4;298.5
"1486 Strömstad";"samtliga hushåll";"18-29 år";322.7;264.4
"1486 Strömstad";"samtliga hushåll";"30-49 år";454.4;395.6
"1486 Strömstad";"samtliga hushåll";"50-64 år";452.5;377.0
"1486 Strömstad";"samtliga hushåll";"65+ år";292.5;213.5
"1486 Strömstad";"samtliga hushåll";"65-79 år";328.5;254.7
"1486 Strömstad";"samtliga hushåll";"80+ år";204.0;150.6
"1487 Vänersborg";"samtliga hushåll";"18+ år";390.9;316.0
"1487 Vänersborg";"samtliga hushåll";"18-29 år";287.0;243.1
"1487 Vänersborg";"samtliga hushåll";"30-49 år";459.1;441.2
"1487 Vänersborg";"samtliga hushåll";"50-64 år";476.9;432.2
"1487 Vänersborg";"samtliga hushåll";"65+ år";297.7;221.2
"1487 Vänersborg";"samtliga hushåll";"65-79 år";334.2;264.6
"1487 Vänersborg";"samtliga hushåll";"80+ år";219.4;156.6
"1488 Trollhättan";"samtliga hushåll";"18+ år";395.2;319.2
"1488 Trollhättan";"samtliga hushåll";"18-29 år";279.5;236.0
"1488 Trollhättan";"samtliga hushåll";"30-49 år";465.1;438.1
